,Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title,dia_da_semana,mes_do_ano,morning,afternoon,night,dawn
4918,0 days 00:55:29,2025-03-05 12:28:46+00:00,Anas,BR (Brazil),00:55:33,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Vigilante de Seul (episódio 5),2,3,,0 days 00:55:29,,
4919,0 days 00:13:56,2025-03-05 12:14:47+00:00,Anas,BR (Brazil),01:03:53,01:03:53,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Reencontro (episódio 4),2,3,,0 days 00:13:56,,
4920,0 days 00:26:41,2025-03-04 20:07:46+00:00,Anas,BR (Brazil),00:26:46,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: É crime se apaixonar? (episódio 7),1,3,,,0 days 00:26:41,
4921,0 days 00:51:16,2025-03-04 19:16:28+00:00,Anas,BR (Brazil),00:51:21,00:51:21,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Romance no festival da escola (episódio 6),1,3,,,0 days 00:51:16,
4922,0 days 00:48:43,2025-03-04 18:27:42+00:00,Anas,BR (Brazil),00:48:48,00:48:48,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Por que romance gay não conta? (episódio 5),1,3,,,0 days 00:48:43,
4923,0 days 00:47:29,2025-03-04 17:40:11+00:00,Anas,BR (Brazil),00:47:42,00:47:42,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Três motivos para não se apaixonar (episódio 4),1,3,,0 days 00:47:29,,
4924,0 days 00:49:56,2025-03-04 16:50:04+00:00,Anas,BR (Brazil),00:50:00,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Reencontro (episódio 4),1,3,,0 days 00:49:56,,
4925,0 days 01:01:24,2025-03-04 15:40:12+00:00,Anas,BR (Brazil),01:01:57,01:01:57,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Três gerações (episódio 3),1,3,,0 days 01:01:24,,
4926,0 days 00:47:43,2025-03-04 14:51:54+00:00,Anas,BR (Brazil),01:03:23,01:03:23,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Strong Girl Nam-soon: Minissérie: Gangnam, aí vou eu (episódio 2)",1,3,,0 days 00:47:43,,
4927,0 days 00:15:07,2025-03-04 14:15:14+00:00,Anas,BR (Brazil),00:15:46,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Strong Girl Nam-soon: Minissérie: Gangnam, aí vou eu (episódio 2)",1,3,,0 days 00:15:07,,
4928,0 days 00:48:48,2025-03-04 13:25:43+00:00,Anas,BR (Brazil),01:00:53,01:00:53,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: O nascimento de uma garota forte (episódio 1),1,3,,0 days 00:48:48,,
4929,0 days 00:14:01,2025-03-04 13:05:06+00:00,Anas,BR (Brazil),00:14:01,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: O nascimento de uma garota forte (episódio 1),1,3,,0 days 00:14:01,,
4936,0 days 00:12:02,2025-03-04 01:45:34+00:00,Anas,BR (Brazil),00:14:50,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 1 (episódio 1),1,3,,,,0 days 00:12:02
4940,0 days 00:09:34,2025-03-02 21:35:39+00:00,Anas,BR (Brazil),00:42:17,00:42:17,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Amor no coral (episódio 3),6,3,,,0 days 00:09:34,
4943,0 days 00:00:31,2025-03-02 21:31:13+00:00,Anas,BR (Brazil),00:33:00,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Amor no coral (episódio 3),6,3,,,0 days 00:00:31,
4944,0 days 00:32:25,2025-03-02 20:51:52+00:00,Anas,BR (Brazil),00:32:36,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Amor no coral (episódio 3),6,3,,,0 days 00:32:25,
4945,0 days 00:47:17,2025-03-02 20:04:33+00:00,Anas,BR (Brazil),00:47:22,00:47:22,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Caça ao coelho (episódio 2),6,3,,,0 days 00:47:17,
4946,0 days 00:41:13,2025-03-02 19:17:04+00:00,Anas,BR (Brazil),00:41:13,00:41:13,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: Começo e fim da minha vida amorosa (episódio 1),6,3,,,0 days 00:41:13,
4969,0 days 00:06:22,2025-03-02 19:01:57+00:00,Anas,BR (Brazil),00:06:22,00:06:22,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Romance Is a Bonus Book: Temporada 1: Episódio 1 (episódio 1),6,3,,,0 days 00:06:22,
4976,0 days 00:08:20,2025-03-02 18:50:02+00:00,Anas,BR (Brazil),00:08:20,00:08:20,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Que Chegue a Você: Kimi ni Todoke: Temporada 1: Novos sentimentos (episódio 1),6,3,,,0 days 00:08:20,
4978,0 days 00:20:14,2025-03-02 18:28:26+00:00,Anas,BR (Brazil),00:20:34,00:20:34,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,A Love So Beautiful: Temporada 1: Carta de Amor (episódio 1),6,3,,,0 days 00:20:14,
4994,0 days 00:44:53,2025-03-02 17:34:43+00:00,Anas,BR (Brazil),01:15:24,01:15:24,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Hierarchy: Minissérie: Primavera: nosso capítulo curto e vulnerável, mas precioso (episódio 7)",6,3,,0 days 00:44:53,,
4995,0 days 00:24:02,2025-03-02 17:08:36+00:00,Anas,BR (Brazil),00:24:06,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Hierarchy: Minissérie: Primavera: nosso capítulo curto e vulnerável, mas precioso (episódio 7)",6,3,,0 days 00:24:02,,
4996,0 days 01:02:46,2025-03-02 16:05:35+00:00,Anas,BR (Brazil),01:03:18,01:03:18,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Flechada: no coração (episódio 6),6,3,,0 days 01:02:46,,
4997,0 days 00:46:28,2025-03-02 15:19:01+00:00,Anas,BR (Brazil),00:57:46,00:57:46,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Forasteiros notáveis: os Kangs (episódio 5),6,3,,0 days 00:46:28,,
4998,0 days 00:10:49,2025-03-01 18:20:54+00:00,Anas,BR (Brazil),00:11:20,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Forasteiros notáveis: os Kangs (episódio 5),5,3,,,0 days 00:10:49,
4999,0 days 00:53:55,2025-03-01 17:26:39+00:00,Anas,BR (Brazil),00:54:32,00:54:32,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Hierarchy: Minissérie: Vingança, desejo, romance: o cerne da questão (episódio 4)",5,3,,0 days 00:53:55,,
5000,0 days 00:10:02,2025-03-01 17:16:33+00:00,Anas,BR (Brazil),00:56:35,00:56:35,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Hierarquia: uma liga própria (episódio 3),5,3,,0 days 00:10:02,,
5001,0 days 00:45:58,2025-03-01 14:33:00+00:00,Anas,BR (Brazil),00:46:34,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Hierarquia: uma liga própria (episódio 3),5,3,,0 days 00:45:58,,
5002,0 days 01:01:02,2025-03-01 13:10:08+00:00,Anas,BR (Brazil),01:01:10,01:01:10,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Segredo: dentro de um segredo (episódio 2),5,3,,0 days 01:01:02,,
5003,0 days 00:52:09,2025-03-01 12:17:39+00:00,Anas,BR (Brazil),00:52:09,00:52:09,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Festa de novatos: verdade ou desafio (episódio 1),5,3,,0 days 00:52:09,,
5004,0 days 00:02:48,2025-02-28 00:35:33+00:00,Anas,BR (Brazil),00:02:48,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 1 (episódio 1),4,2,,,,0 days 00:02:48
5009,0 days 01:11:06,2025-02-27 23:20:27+00:00,Anas,BR (Brazil),01:08:06,01:08:06,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 6 (episódio 6),3,2,,,0 days 01:11:06,
5010,0 days 00:17:55,2025-02-27 23:02:28+00:00,Anas,BR (Brazil),00:51:27,00:51:27,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 5 (episódio 5),3,2,,,0 days 00:17:55,
5011,0 days 00:00:01,2025-02-27 21:08:39+00:00,Anas,BR (Brazil),00:00:01,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Hierarchy: Minissérie: Festa de novatos: verdade ou desafio (episódio 1),3,2,,,0 days 00:00:01,
5017,0 days 00:29:29,2025-02-27 20:36:07+00:00,Anas,BR (Brazil),00:29:33,00:29:33,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …me despedi (episódio 10),3,2,,,0 days 00:29:29,
5018,0 days 00:28:30,2025-02-27 20:07:35+00:00,Anas,BR (Brazil),00:28:33,00:28:33,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …fui ao baile (episódio 9),3,2,,,0 days 00:28:30,
5019,0 days 00:30:03,2025-02-27 19:37:30+00:00,Anas,BR (Brazil),00:30:07,00:30:07,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …ajudei minha mãe a namorar (episódio 8),3,2,,,0 days 00:30:03,
5020,0 days 00:24:46,2025-02-27 19:12:42+00:00,Anas,BR (Brazil),00:24:50,00:24:50,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …tive uma crise de identidade (episódio 7),3,2,,,0 days 00:24:46,
5021,0 days 00:30:07,2025-02-27 18:42:33+00:00,Anas,BR (Brazil),00:30:10,00:30:10,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …tive meu sonho roubado (episódio 6),3,2,,,0 days 00:30:07,
5022,0 days 00:25:36,2025-02-27 18:16:56+00:00,Anas,BR (Brazil),00:25:39,00:25:39,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …fui a Nova Jersey (episódio 5),3,2,,,0 days 00:25:36,
5023,0 days 00:23:49,2025-02-27 17:53:03+00:00,Anas,BR (Brazil),00:26:49,00:26:49,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …destruí meu futuro (episódio 4),3,2,,0 days 00:23:49,,
5024,0 days 00:03:37,2025-02-27 17:14:37+00:00,Anas,BR (Brazil),00:03:41,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …destruí meu futuro (episódio 4),3,2,,0 days 00:03:37,,
5025,0 days 00:23:14,2025-02-27 16:51:21+00:00,Anas,BR (Brazil),00:23:17,00:23:17,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …gostei de um rebelde (episódio 3),3,2,,0 days 00:23:14,,
5026,0 days 00:20:03,2025-02-27 16:30:57+00:00,Anas,BR (Brazil),00:24:07,00:24:07,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …me vinguei (episódio 2),3,2,,0 days 00:20:03,,
5027,0 days 00:27:58,2025-02-27 14:49:17+00:00,Anas,BR (Brazil),00:33:33,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 5 (episódio 5),3,2,,0 days 00:27:58,,
5028,0 days 00:05:32,2025-02-27 01:01:09+00:00,Anas,BR (Brazil),00:05:37,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 5 (episódio 5),3,2,,,,0 days 00:05:32
5029,0 days 00:48:37,2025-02-26 23:46:53+00:00,Anas,BR (Brazil),00:48:37,00:48:37,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 4 (episódio 4),2,2,,,0 days 00:48:37,
5030,0 days 00:04:01,2025-02-26 21:10:53+00:00,Anas,BR (Brazil),00:04:05,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …me vinguei (episódio 2),2,2,,,0 days 00:04:01,
5031,0 days 00:26:33,2025-02-26 20:43:58+00:00,Anas,BR (Brazil),00:26:33,00:26:33,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Eu Nunca...: Temporada 4: …perdi a virgindade (episódio 1),2,2,,,0 days 00:26:33,
5040,0 days 00:18:47,2025-02-26 20:20:23+00:00,Anas,BR (Brazil),01:16:00,01:16:00,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 8 (episódio 8),2,2,,,0 days 00:18:47,
5041,0 days 00:57:34,2025-02-26 19:09:58+00:00,Anas,BR (Brazil),00:58:02,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 8 (episódio 8),2,2,,,0 days 00:57:34,
5042,0 days 00:02:01,2025-02-26 19:07:55+00:00,Anas,BR (Brazil),00:55:19,00:55:19,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 7 (episódio 7),2,2,,,0 days 00:02:01,
5043,0 days 00:49:49,2025-02-26 18:17:56+00:00,Anas,BR (Brazil),00:49:54,00:49:54,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 3 (episódio 3),2,2,,,0 days 00:49:49,
5044,0 days 00:40:42,2025-02-26 17:36:50+00:00,Anas,BR (Brazil),00:40:11,00:40:11,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 2 (episódio 2),2,2,,0 days 00:40:42,,
5045,0 days 00:45:01,2025-02-26 16:45:03+00:00,Anas,BR (Brazil),00:57:05,00:57:05,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 1 (episódio 1),2,2,,0 days 00:45:01,,
5046,0 days 00:52:49,2025-02-26 15:48:42+00:00,Anas,BR (Brazil),00:53:24,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 7 (episódio 7),2,2,,0 days 00:52:49,,
5047,0 days 01:10:37,2025-02-26 14:38:02+00:00,Anas,BR (Brazil),01:11:18,01:11:18,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 6 (episódio 6),2,2,,0 days 01:10:37,,
5048,0 days 00:51:58,2025-02-26 13:45:29+00:00,Anas,BR (Brazil),01:03:40,01:03:40,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 5 (episódio 5),2,2,,0 days 00:51:58,,
5049,0 days 00:57:49,2025-02-26 12:46:53+00:00,Anas,BR (Brazil),01:56:21,01:56:21,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Garota do Século 20,2,2,,0 days 00:57:49,,
5050,0 days 00:12:05,2025-02-26 00:47:34+00:00,Anas,BR (Brazil),00:12:05,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 2: Episódio 1 (episódio 1),2,2,,,,0 days 00:12:05
5051,0 days 00:05:08,2025-02-26 00:41:35+00:00,Anas,BR (Brazil),00:38:28,00:38:28,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: Um é maior que qualquer outro número no mundo (episódio 8),2,2,,,,0 days 00:05:08
5052,0 days 00:32:46,2025-02-26 00:07:58+00:00,Anas,BR (Brazil),00:33:22,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: Um é maior que qualquer outro número no mundo (episódio 8),2,2,,,,0 days 00:32:46
5055,0 days 00:00:35,2025-02-25 00:29:14+00:00,Anas,BR (Brazil),00:00:38,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: Um é maior que qualquer outro número no mundo (episódio 8),1,2,,,,0 days 00:00:35
5056,0 days 00:14:50,2025-02-25 00:14:22+00:00,Anas,BR (Brazil),00:44:32,00:44:32,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: Algo que guardei e só posso dizer para você (episódio 7),1,2,,,,0 days 00:14:50
5059,0 days 00:26:17,2025-02-24 23:09:49+00:00,Anas,BR (Brazil),00:47:19,00:47:19,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Invasão de Lua de Mel,0,2,,,0 days 00:26:17,
5060,0 days 00:21:02,2025-02-24 22:47:37+00:00,Anas,BR (Brazil),00:21:02,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Invasão de Lua de Mel,0,2,,,0 days 00:21:02,
5061,0 days 00:29:41,2025-02-24 21:08:26+00:00,Anas,BR (Brazil),00:29:45,Not latest view,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Love Alarm: Temporada 1: Algo que guardei e só posso dizer para você (episódio 7),0,2,,,0 days 00:29:41,
5062,0 days 00:45:53,2025-02-24 20:22:31+00:00,Anas,BR (Brazil),00:45:56,00:45:56,,,Samsung 2017 Kant-M UHD TV Smart TV,Love Alarm: Temporada 1: Seu coração está seguro agora (episódio 6),0,2,,,0 days 00:45:53,
5063,0 days 00:58:24,2025-02-24 19:06:22+00:00,Anas,BR (Brazil),00:48:34,00:48:34,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Love Alarm: Temporada 1: Gostar de alguém é coisa séria (episódio 5),0,2,,,0 days 00:58:24,
5064,0 days 00:44:59,2025-02-24 17:31:39+00:00,Anas,BR (Brazil),00:45:03,00:45:03,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Love Alarm: Temporada 1: A melhor sensação do mundo é saber que tem alguém do meu lado (episódio 4),0,2,,0 days 00:44:59,,
5065,0 days 00:41:35,2025-02-24 16:48:47+00:00,Anas,BR (Brazil),00:46:03,00:46:03,,,Samsung 2017 Kant-M UHD TV Smart TV,Love Alarm: Temporada 1: O milagre de duas pessoas que se gostam (episódio 3),0,2,,0 days 00:41:35,,
5066,0 days 00:04:29,2025-02-24 13:45:22+00:00,Anas,BR (Brazil),00:04:29,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: O milagre de duas pessoas que se gostam (episódio 3),0,2,,0 days 00:04:29,,
5067,0 days 00:47:23,2025-02-24 12:49:13+00:00,Anas,BR (Brazil),00:47:27,00:47:27,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: Ninguém manda no próprio coração (episódio 2),0,2,,0 days 00:47:23,,
5068,0 days 00:14:18,2025-02-24 12:34:45+00:00,Anas,BR (Brazil),00:52:36,00:52:36,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: O raio antes do trovão (episódio 1),0,2,,0 days 00:14:18,,
5070,0 days 00:38:18,2025-02-24 01:02:32+00:00,Anas,BR (Brazil),00:38:18,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Love Alarm: Temporada 1: O raio antes do trovão (episódio 1),0,2,,,,0 days 00:38:18
5073,0 days 00:11:37,2025-02-23 23:20:07+00:00,Anas,BR (Brazil),00:11:42,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 5 (episódio 5),6,2,,,0 days 00:11:37,
5074,0 days 00:09:17,2025-02-23 23:10:47+00:00,Anas,BR (Brazil),00:48:00,00:48:00,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 4 (episódio 4),6,2,,,0 days 00:09:17,
5075,0 days 00:37:49,2025-02-23 18:10:04+00:00,Anas,BR (Brazil),00:38:44,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 4 (episódio 4),6,2,,,0 days 00:37:49,
5076,0 days 01:01:03,2025-02-23 16:59:32+00:00,Anas,BR (Brazil),01:02:00,01:02:00,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 3 (episódio 3),6,2,,0 days 01:01:03,,
5077,0 days 00:16:16,2025-02-23 16:43:13+00:00,Anas,BR (Brazil),00:56:27,00:56:27,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 2 (episódio 2),6,2,,0 days 00:16:16,,
5079,0 days 00:25:18,2025-02-23 15:43:29+00:00,Anas,BR (Brazil),00:40:12,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 2 (episódio 2),6,2,,0 days 00:25:18,,
5080,0 days 00:00:32,2025-02-23 15:42:09+00:00,Anas,BR (Brazil),00:48:40,00:48:40,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 1 (episódio 1),6,2,,0 days 00:00:32,,
5081,0 days 00:09:19,2025-02-23 14:51:53+00:00,Anas,BR (Brazil),00:09:24,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 2 (episódio 2),6,2,,0 days 00:09:19,,
5082,0 days 00:17:58,2025-02-23 14:33:44+00:00,Anas,BR (Brazil),00:44:24,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 1 (episódio 1),6,2,,0 days 00:17:58,,
5083,0 days 00:07:06,2025-02-23 14:26:30+00:00,Anas,BR (Brazil),00:27:51,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 1 (episódio 1),6,2,,0 days 00:07:06,,
5084,0 days 00:20:07,2025-02-23 01:36:27+00:00,Anas,BR (Brazil),00:59:08,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Garota do Século 20,6,2,,,,0 days 00:20:07
5085,0 days 00:19:45,2025-02-23 01:14:43+00:00,Anas,BR (Brazil),00:39:04,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Garota do Século 20,6,2,,,,0 days 00:19:45
5087,0 days 00:20:53,2025-02-23 00:31:21+00:00,Anas,BR (Brazil),00:20:54,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 2: Episódio 1 (episódio 1),6,2,,,,0 days 00:20:53
5088,0 days 00:01:03,2025-02-23 00:21:20+00:00,Anas,BR (Brazil),00:19:24,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Garota do Século 20,6,2,,,,0 days 00:01:03
5093,0 days 00:05:29,2025-02-22 20:00:35+00:00,Anas,BR (Brazil),00:29:38,00:29:38,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Com Carinho, Kitty: Temporada 2: Hora errada (episódio 8)",5,2,,,0 days 00:05:29,
5094,0 days 00:24:04,2025-02-22 19:22:22+00:00,Anas,BR (Brazil),00:24:10,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Com Carinho, Kitty: Temporada 2: Hora errada (episódio 8)",5,2,,,0 days 00:24:04,
5095,0 days 00:28:12,2025-02-22 18:40:24+00:00,Anas,BR (Brazil),00:27:55,00:27:55,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Com Carinho, Kitty: Temporada 2: Sentença de morte (episódio 7)",5,2,,,0 days 00:28:12,
5096,0 days 00:26:52,2025-02-22 18:13:30+00:00,Anas,BR (Brazil),00:26:58,00:26:58,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Com Carinho, Kitty: Temporada 2: Fazendo as pazes (episódio 6)",5,2,,,0 days 00:26:52,
5097,0 days 00:27:32,2025-02-22 17:39:32+00:00,Anas,BR (Brazil),00:27:38,00:27:38,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Com Carinho, Kitty: Temporada 2: Beijo de primas (episódio 5)",5,2,,0 days 00:27:32,,
5098,0 days 00:27:02,2025-02-22 17:04:35+00:00,Anas,BR (Brazil),00:27:50,00:27:50,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Com Carinho, Kitty: Temporada 2: Beijo e segredo revelados (episódio 4)",5,2,,0 days 00:27:02,,
5099,0 days 00:49:12,2025-02-22 16:14:58+00:00,Anas,BR (Brazil),00:50:06,00:50:06,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 1: Episódio 8 (episódio 8),5,2,,0 days 00:49:12,,
5100,0 days 00:45:14,2025-02-22 15:29:42+00:00,Anas,BR (Brazil),00:45:19,00:45:19,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 1: Episódio 7 (episódio 7),5,2,,0 days 00:45:14,,
5101,0 days 00:37:49,2025-02-22 14:48:42+00:00,Anas,BR (Brazil),00:38:42,00:38:42,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 1: Episódio 6 (episódio 6),5,2,,0 days 00:37:49,,
5102,0 days 00:48:26,2025-02-22 14:00:13+00:00,Anas,BR (Brazil),00:48:52,00:48:52,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 1: Episódio 5 (episódio 5),5,2,,0 days 00:48:26,,
5103,0 days 00:43:25,2025-02-22 13:16:13+00:00,Anas,BR (Brazil),00:44:18,00:44:18,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Alice in Borderland: Temporada 1: Episódio 4 (episódio 4),5,2,,0 days 00:43:25,,
