CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between
clube da luta,Lï¿½o,0 days 01:55:12,0 days 00:22:14,0 days 00:08:30,0 days 00:34:01,0 days 00:50:26.584265,2,,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,clube da luta,Clube da Luta,"[18, 53]",https://image.tmdb.org/t/p/w500/mCICnh7QBH0gzYaTQChBDDVIKdm.jpg,movie,22.0704,27,8.438,31624,139,,"['DE', 'US']","['dual identity', 'rage and hate', 'based on novel or book', 'nihilism', 'fight', 'support group', 'dystopia', 'insomnia', 'alter ego', 'breaking the fourth wall', 'split personality', 'quitting a job', 'dissociative identity disorder', 'self destructiveness']",-1,5,0,0,0,0,1,0,0,9.0,0 days 00:57:36,
donnie darko,Lï¿½o,0 days 01:55:12,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,donnie darko,Donnie Darko,"[14, 18, 9648]",https://image.tmdb.org/t/p/w500/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,movie,8.9361,25,7.763,13253,113,,['US'],"['high school', 'airplane', 'parent child relationship', 'presidential election', 'therapist', 'school performance', 'halloween', 'time travel', 'vandalism', 'melancholy', 'surrealism', 'loss', 'imaginary friend', 'suburbia', 'arson', 'vision', 'school', 'mental illness', 'virginia', 'sleepwalking', '1980s', 'parallel universe']",-1,5,0,0,0,0,0,0,0,6.5,0 days 01:55:12,
blade runner 2049,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,2,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,blade runner 2049,Blade Runner 2049,"[878, 18]",https://image.tmdb.org/t/p/w500/49pANIZXRAdHUiWjjBv4vxPeqRC.jpg,movie,19.8178,9,7.59,14887,164,,"['CA', 'GB', 'US']","['future', 'android', 'bounty hunter', 'artificial intelligence (a.i.)', 'genetics', 'dystopia', 'sequel', 'cyberpunk', 'los angeles, california', 'las vegas', 'tech noir', 'human clone', 'humanoid robot', 'blade runner', '2040s', 'dreary', 'understated', 'pretentious', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,7.0,0 days 00:57:36,
interestelar,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,interestelar,Interestelar,"[12, 18, 878]",https://image.tmdb.org/t/p/w500/6ricSDD83BClJsFdGB6x7cM0MFQ.jpg,movie,49.9435,12,8.5,39146,169,,"['GB', 'US']","['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'hibernation', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'space adventure', 'time paradox', 'time-manipulation', 'cryonics', 'father daughter relationship', '2060s', 'cornfield']",-1,2,0,0,0,0,1,0,0,9.0,0 days 01:55:12,
o lobo de wall street,Lï¿½o,0 days 01:55:12,0 days 00:14:14,0 days 00:09:21,0 days 00:37:25,0 days 00:54:11.619576,5,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,o lobo de wall street,O Lobo de Wall Street,"[80, 18, 35]",https://image.tmdb.org/t/p/w500/sIy0jXDkaMf3SDZGaWcmkC2IOl.jpg,movie,15.8199,13,8.027,25615,180,,['US'],"['corruption', 'based on novel or book', 'drug addiction', 'anti hero', 'con man', 'fraud', 'wall street', 'biography', 'based on true story', 'rise and fall', 'con artist', 'money', 'stockbroker', 'wealthy', 'drugs', 'cynical', 'stripping', 'hedonism', 'decadence', 'corrupt', '1980s', 'sharemarket fraud', 'desire for fame', 'financial market', 'fame-seeking', 'black monday', 'hilarious', 'intense', 'based on real person', 'financial drama']",2,5,0,0,0,0,0,0,0,7.0,0 days 00:23:02.400000,
baby driver,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,7,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,baby driver,Em Ritmo de Fuga,"[28, 80]",https://image.tmdb.org/t/p/w500/1rYTtQ14rPB3KOgk5TjkUqiQFch.jpg,movie,10.917,9,7.443,16658,113,,"['GB', 'US']","['robbery', 'waitress', 'atlanta', 'crime boss', 'romance', 'heist', 'getaway car', 'on the run', 'shootout', 'bank robbery', 'getaway driver', 'sign languages', 'armed robbery', 'hearing impaired', 'music', 'antagonistic', 'cheerful', 'foreboding', 'joyful', 'urgent']",-1,5,0,0,0,0,0,0,0,7.5,0 days 00:16:27.428571428,
brooklyn 99,Lï¿½o,1 days 08:00:00,0 days 02:49:37,0 days 02:36:40,0 days 10:26:40,0 days 16:07:02.747981,60,,,5,6,4,8,4,10,8,0,0,0,0,0,0,0,45,0,0,0,0,brooklyn 99,Brooklyn Nine-Nine: Lei e Desordem,"[35, 80]",https://image.tmdb.org/t/p/w500/A3SymGlOHefSKbz1bCOz56moupS.jpg,tv,68.5633,13,8.213,3862,,8,['US'],"['new york city', 'detective', 'police', 'workplace', 'big city', 'brooklyn, new york city', 'nypd', 'sitcom', 'workplace comedy', 'sharp']",-1,3,0,0,0,0,0,0,0,6.8,0 days 00:32:00,
daredevil,Lï¿½o,0 days 19:12:00,0 days 02:51:34,0 days 01:40:32,0 days 06:42:09,0 days 07:57:44.981584,27,,,4,1,3,4,6,2,7,0,0,0,0,0,0,0,0,0,0,27,0,daredevil,Demolidor: O Homem Sem Medo,"[14, 28]",https://image.tmdb.org/t/p/w500/u7QQcaN5APrBeL79BkC72TGzZWE.jpg,movie,4.8772,23,5.3,5396,103,,"['CH', 'US']","['blindness and impaired vision', 'narration', 'superhero', 'based on comic', 'blind', 'daredevil', 'hazardous waste', 'mob hit', 'duringcreditsstinger', 'intense', 'bold', 'vibrant']",-1,2,0,1,0,0,0,1,0,9.0,0 days 00:42:40,
django livre,Lï¿½o,0 days 01:55:12,0 days 00:14:40,0 days 00:06:36,0 days 00:26:24,0 days 01:07:32.279916,2,,,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,django livre,Django Livre,"[18, 37]",https://image.tmdb.org/t/p/w500/ar63Sx8jeqk0OOu2uchS477S2zE.jpg,movie,13.8647,14,8.188,27708,165,,['US'],"['rescue', 'friendship', 'bounty hunter', 'texas', 'slavery', 'plantation', 'revenge', 'racism', 'slave trade', 'black slave', 'angry', '19th century', 'white supremacy', 'anxious', 'old west', 'mississippi']",8,5,0,0,0,0,0,0,0,8.0,0 days 00:57:36,
akira,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,3,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,akira,Akira,"[16, 878, 28]",https://image.tmdb.org/t/p/w500/tbwwTQ3EqSdotbQ3ZcIl6vKBv7q.jpg,movie,8.867,38,7.944,4677,124,,['JP'],"['army', 'street gang', 'saving the world', 'total destruction', 'experiment', 'general', 'megacity', 'atomic bomb', 'stadium', 'underground', 'mutation', 'dystopia', 'cyberpunk', 'based on manga', 'motorcycle gang', 'adult animation', 'psychotronic', 'anime', '2010s', 'vibrant']",-1,5,0,0,0,0,1,1,1,8.5,0 days 00:38:24,
john wick,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,9,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,john wick,John Wick - De Volta ao Jogo,"[28, 53]",https://image.tmdb.org/t/p/w500/lBcQGk1ygGM2wYmpypFrPp0YohN.jpg,movie,9.5689,12,7.454,20569,101,,['US'],"['hitman', 'bratva (russian mafia)', 'gangster', 'secret organization', 'revenge', 'murder', 'dog', 'retired', 'widower']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:12:48,
nobody,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,3,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nobody,Anônimo,"[28, 53]",https://image.tmdb.org/t/p/w500/qvW0h99en3sE8p1KQYZfO34VhZh.jpg,movie,20.3213,5,7.9,8134,92,,['US'],"['assassin', 'double life', 'fight', 'midlife crisis', 'bratva (russian mafia)', 'secret organization', 'thief', 'home invasion', 'family', 'brawl', 'duringcreditsstinger', 'absurd', 'cliché', 'excited']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:38:24,
lost,Lï¿½o,3 days 08:00:00,0 days 05:43:55,0 days 04:40:09,0 days 18:40:36,2 days 02:55:20.484577,106,,,9,12,9,21,23,19,13,0,0,0,0,58,48,0,0,0,0,0,0,lost,Lost,"[9648, 10759, 18]",https://image.tmdb.org/t/p/w500/h0AIjSt9u2yjSzgTBhuQZVCXwCv.jpg,tv,146.4287,22,7.9,4947,,6,['US'],"['island', 'airplane crash', 'uncharted']",-1,3,0,0,0,0,0,0,0,8.0,0 days 00:45:16.981132075,
jessica jones,Lï¿½o,0 days 12:48:00,0 days 00:06:40,0 days 00:54:44,0 days 03:38:57,0 days 08:07:39.329992,19,,,5,2,1,4,2,1,4,19,0,0,0,0,0,0,0,0,0,0,0,jessica jones,Marvel - Jessica Jones,"[10765, 18]",https://image.tmdb.org/t/p/w500/paf9wL3mOW9LT3ZjRxXqJcjeMEv.jpg,tv,23.0582,11,7.483,2551,,3,['US'],"['mind control', 'superhero', 'based on comic', 'female protagonist', 'super power', 'private detective', 'marvel cinematic universe (mcu)', 'masked superhero', 'neo-noir']",-1,5,0,1,0,0,0,1,0,7.0,0 days 00:40:25.263157894,
defensores,Lï¿½o,0 days 06:24:00,0 days 01:09:04,0 days 00:24:51,0 days 01:39:23,0 days 03:10:42.436898,11,,,0,2,5,2,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,defensores,He-Man e Os Defensores do Universo,"[10759, 16, 10765, 10762]",https://image.tmdb.org/t/p/w500/5jwGlDPVmJoHJIqrYb9aBd1NkpL.jpg,tv,14.2412,43,7.311,396,[22],2,['US'],"['magic', 'castle', 'sorcery', 'alien planet', 'based on toy', 'fantasy world', 'haunted castle', 'sword and planet', 'sorceress', 'sword and sorcery', 'superhuman abilities', 'ancient castle', 'science fiction', 'animation', 'ancient sword']",-1,1,0,0,0,0,0,0,0,3.0,0 days 00:34:54.545454545,
luke cage,Lï¿½o,0 days 12:48:00,0 days 02:10:59,0 days 00:35:58,0 days 02:23:52,0 days 07:37:10.271975,16,,,1,5,3,1,3,1,2,0,0,16,0,0,0,0,0,0,0,0,0,luke cage,Marvel - Luke Cage,"[18, 10765, 10759, 80]",https://image.tmdb.org/t/p/w500/yzM1hMB3PUJqbISX0f421b3xOjB.jpg,tv,17.8107,10,6.924,1960,"[46, 52, 54, 60]",2,['US'],"['new york city', 'superhero', 'based on comic', 'hero for hire', 'marvel cinematic universe (mcu)', 'action adventure', 'black culture']",-1,5,0,1,0,0,0,1,0,4.0,0 days 00:48:00,
punho de ferro,Lï¿½o,0 days 09:36:00,0 days 01:19:07,0 days 00:36:54,0 days 02:27:37,0 days 05:12:21.209438,14,,,0,2,0,1,1,5,5,0,0,0,0,0,0,14,0,0,0,0,0,punho de ferro,Marvel - Punho de Ferro,"[10759, 18, 10765]",https://image.tmdb.org/t/p/w500/7uCpMX3ktMdztlezDBRiMstmapC.jpg,tv,4.4594,9,6.518,2637,,2,['US'],"['martial arts', 'kung fu', 'crime fighter', 'superhero', 'based on comic', 'super power', 'marvel cinematic universe (mcu)']",-1,5,0,1,0,0,0,1,0,3.0,0 days 00:41:08.571428571,
oppenheimer,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,oppenheimer,Oppenheimer,"[18, 36]",https://image.tmdb.org/t/p/w500/1OsQJEoSXBjduuCvDOlRhoEUaHu.jpg,movie,23.0417,3,8.0,11485,181,,"['GB', 'US']","['husband wife relationship', 'based on novel or book', 'atomic bomb', 'patriotism', 'new mexico', 'world war ii', 'atomic bomb test', 'physics', 'biography', 'based on true story', 'antisemitism', 'interrogation', 'guilt', 'historical event', 'nuclear weapons', 'communism', 'red scare', 'mccarthyism', 'top secret project', 'moral dilemma', 'usa politics', '1940s', '20th century', 'manhattan project', 'los alamos']",-1,5,0,0,0,0,0,0,0,9.0,0 days 01:55:12,
american vandal,Lï¿½o,0 days 06:24:00,0 days 00:24:00,0 days 00:38:54,0 days 02:35:35,0 days 02:45:32.087112,10,,,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,10,0,0,american vandal,American Vandal,"[35, 80]",https://image.tmdb.org/t/p/w500/hMbVY6f4zfUcX0xf2jo3xZFdrMp.jpg,tv,11.9768,9,7.427,331,,2,['US'],"['amateur detective', 'vandalism', 'graffiti', 'high school', 'mockumentary', 'spoof', 'found footage', 'deadpan', 'irreverent']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:38:24,
dune 1,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,4,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,dune 1,Sigui 1971: La Dune d'Idyeli,[99],https://image.tmdb.org/t/p/w500/dcSUolWc3snyR5CqmIa85eUr35q.jpg,movie,0.077,55,7.1,6,53,,,[],-1,-1,0,0,0,0,0,0,0,8.0,0 days 00:28:48,
dune 2,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,8,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dune 2,H24 - 24 heures dans la vie d'une femme,[18],https://image.tmdb.org/t/p/w500/ihDGeS7Awn69LrmheANmhH988vL.jpg,tv,3.1225,5,3.6,5,,1,['FR'],"['harassment', 'sexism', 'real life', 'female writer', 'short film', 'female', 'realen begebenheiten', 'frauen im alltag', 'gewalt gegen frauen', 'autorinnen', 'weibliche solidarität']",-1,-1,0,0,0,0,0,0,0,9.0,0 days 00:14:24,
o poi12o,Lï¿½o,0 days 01:55:12,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,20,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,o poi12o,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,7.0,0 days 00:05:45.600000,
8 mile,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,4,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8 mile,8 Mile: Rua das Ilusões,"[18, 10402]",https://image.tmdb.org/t/p/w500/86CyysIw6WvboRPN8qrjCP0M0nS.jpg,movie,6.9928,24,7.14,7726,111,,"['DE', 'US']","['individual', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'street gang', 'ethnic stereotype', 'rapper', 'ghetto', 'single', 'detroit, michigan', 'semi autobiographical', '1990s', 'battle rap']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:28:48,
para todos os garotos que ji12 amei,Lï¿½o,0 days 01:55:12,0 days 00:17:11,0 days 00:08:54,0 days 00:35:36,0 days 00:53:30.899540,18,,,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,para todos os garotos que ji12 amei,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,3.0,0 days 00:06:24,
perdidos no espai12o,Lï¿½o,0 days 14:24:00,0 days 00:48:57,0 days 00:58:43,0 days 03:54:52,0 days 08:41:27.818234,35,,,3,5,4,2,1,3,2,0,0,0,0,0,20,0,0,0,0,0,0,perdidos no espai12o,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,5.0,0 days 00:24:41.142857142,
o menino que descobriu o vento,Lï¿½o,0 days 01:55:12,0 days 00:22:41,0 days 00:08:55,0 days 00:35:38,0 days 00:47:58.395869,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,o menino que descobriu o vento,O Menino que Descobriu o Vento,"[18, 36]",https://image.tmdb.org/t/p/w500/jZofpz4gmiH7MQAYWrgvTtdIq3l.jpg,movie,5.0146,7,7.876,1834,113,,"['MW', 'GB', 'US']","['africa', 'windmill', 'based on true story', 'family power struggle', 'water for life', 'challenge for change', 'dedicated', 'ingenuity', 'dedication', 'struggle for independence', 'the ingenious one']",-1,-1,0,0,0,0,0,0,0,6.5,0 days 00:57:36,
a ilha das rosas,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,4,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,a ilha das rosas,A Incrível História da Ilha das Rosas,"[35, 12]",https://image.tmdb.org/t/p/w500/4nQkSXRwun0dLk4EKvU2LfpgZhG.jpg,movie,0.7379,6,7.043,1392,117,,['IT'],"['politics', 'political instability', 'based on true story', 'italian history', 'struggle for independence']",-1,-1,0,0,0,0,0,0,0,4.5,0 days 00:28:48,
mad max estrada da fi12ria,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,mad max estrada da fi12ria,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,5.0,0 days 00:14:24,
o castelo animado,Lï¿½o,0 days 01:55:12,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,2,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,o castelo animado,O Castelo Animado,"[14, 16, 12]",https://image.tmdb.org/t/p/w500/1hTfaEWktMJPxCk5nZNtK7F86C9.jpg,movie,17.7519,22,8.387,10894,120,,['JP'],"['witch', 'flying', 'rain', 'castle', 'scarecrow', 'body exchange', 'melancholy', 'hatter', 'bakery', 'curse', 'steampunk', 'demon', 'anime', 'thoughtful', 'reflective', 'based on young adult novel', 'playful', 'fantasy', 'magical', 'adventure', 'romantic', 'excited', 'hopeful']",-1,1,0,0,0,0,0,1,1,8.0,0 days 00:57:36,
venom,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,24,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,venom,Venom,"[878, 28]",https://image.tmdb.org/t/p/w500/e4SJKPH8muigUI8VcZtkqWJvEz1.jpg,movie,12.7498,8,6.826,17074,112,,"['CN', 'US']","['spacecraft', 'san francisco, california', 'superhero', 'anti hero', 'alien life-form', 'based on comic', 'aftercreditsstinger', 'duringcreditsstinger', 'business tycoon', 'symbiote', 'genetic experiment', 'venom']",-1,2,0,1,0,0,0,1,0,3.5,0 days 00:04:48,
sementes podres,Lï¿½o,0 days 01:55:12,0 days 00:03:58,0 days 00:06:29,0 days 00:25:56,0 days 01:18:49.773032,8,,,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,sementes podres,Sementes Podres,"[35, 18]",https://image.tmdb.org/t/p/w500/6X7dxxWYcKpZRhMTldgWFATxnJG.jpg,movie,1.153,8,7.634,621,100,,['FR'],[],-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:14:24,
atypical,Lï¿½o,0 days 12:48:00,0 days 00:15:47,0 days 01:17:12,0 days 05:08:50,0 days 06:06:10.504701,35,,,3,0,3,4,3,3,2,0,18,0,0,0,0,0,0,0,0,0,0,atypical,Atypical,"[18, 35]",https://image.tmdb.org/t/p/w500/kNif3eZAjQ7qU3Ol9E7zo0kjPMo.jpg,tv,17.1536,9,8.07,1199,[33],4,['US'],"['autism', 'high school', 'connecticut', 'family relationships', 'coming of age', 'parenthood', 'lgbt', 'curious', 'thoughtful', 'wonder', 'autistic', 'teenage protagonist', 'heartfelt', 'lighthearted', 'teenager', 'dramatic', 'sentimental', 'doubtful']",-1,3,0,0,0,0,0,0,0,3.0,0 days 00:21:56.571428571,
kakegurui,Lï¿½o,0 days 07:12:00,0 days 00:48:42,0 days 00:27:05,0 days 01:48:19,0 days 04:07:53.943866,24,,,2,1,1,2,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,kakegurui,Kakegurui,"[16, 9648, 80, 18]",https://image.tmdb.org/t/p/w500/h1MUwcwNjK3nkXFzeFowUqfy0Qw.jpg,tv,10.4629,9,8.145,1551,[24],2,['JP'],"['gambling', 'gambling debt', 'school', 'based on manga', 'school life', 'shounen', 'anime', 'psychological', 'suspense']",-1,3,0,0,0,0,0,1,1,4.0,0 days 00:18:00,
death note,Lï¿½o,0 days 05:25:00,0 days 00:38:27,0 days 00:24:27,0 days 01:37:48,0 days 02:44:18.862002,10,,,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,10,0,death note,Death Note,"[16, 9648, 10765]",https://image.tmdb.org/t/p/w500/chnG4pYo89weaBjXHJWvW68E35B.jpg,tv,101.1867,20,8.625,4786,[22],1,['JP'],"['detective', 'journalism', 'secret identity', 'police', 'supernatural', 'sociopath', 'rivalry', 'murder', 'serial killer', 'grim reaper', 'psychological thriller', 'based on manga', 'justice', 'death', 'ethical dilemma', 'aggressive', 'shounen', 'anime', 'shinigami', 'time skip', 'magic book', 'psychological', 'fantastic', 'prosocial psychopath', 'horror']",-1,3,0,0,0,0,0,1,1,3.0,0 days 00:32:30,
i am not okay with this,Lï¿½o,0 days 01:30:00,0 days 00:14:58,0 days 00:07:23,0 days 00:29:34,0 days 00:38:04.304222,15,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,i am not okay with this,I Am Not Okay with This,"[18, 35, 10765]",https://image.tmdb.org/t/p/w500/kf3yX0ILNlLJ42X3lX2iYJ3QRp6.jpg,tv,11.4,6,8.006,1941,,1,['US'],"['adolescence', 'diary', 'friendship', 'supernatural', 'based on comic', 'romance', 'dark comedy', 'coming of age', 'female protagonist', 'based on graphic novel', 'super power', 'lgbt teen', 'fantasy', 'teenager', 'teen fantasy']",-1,5,0,1,0,0,0,1,0,2.0,0 days 00:06:00,
o gambito da rainha,Lï¿½o,0 days 06:43:12,0 days 00:48:47,0 days 00:26:30,0 days 01:45:59,0 days 03:41:55.523330,12,,,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,o gambito da rainha,O Gambito da Rainha,[18],https://image.tmdb.org/t/p/w500/ubWpLTkwcms5PfZJMFZkNXVYXqJ.jpg,tv,18.6802,6,8.443,5368,,1,['US'],"['chess', 'based on novel or book', 'kentucky', 'female friendship', 'addiction', 'orphanage', 'coming of age', 'miniseries', 'orphan', 'historical', 'suicide of mother', 'substance abuse', 'historical drama', 'social issues', 'fictional biography', '1950s', '1960s', 'american history', 'cerebral', 'intimate', 'cold war era', 'modern history', 'overcoming the odds', 'tortured genius']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:33:36,
amni12sia,Lï¿½o,0 days 01:55:12,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,amni12sia,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,8.5,0 days 01:55:12,
o diabo de cada dia,Lï¿½o,0 days 01:36:57.600000,0 days 00:02:35,0 days 00:10:37,0 days 00:42:28,0 days 00:41:18.143681,3,,,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,o diabo de cada dia,O Diabo de Cada Dia,"[80, 18, 53]",https://image.tmdb.org/t/p/w500/spqWjgLWvWlluIodXFn1SsNtISC.jpg,movie,4.1021,6,7.191,3602,138,,['US'],"['small town', 'suicide', 'sheriff', 'based on novel or book', 'war veteran', 'gun', 'ohio', 'west virginia', 'murder', 'serial killer', 'photograph', 'church', 'gothic', 'madness', 'post world war ii', 'reverend', 'violence']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:32:19.200000,
ni12o olhe para cima,Lï¿½o,0 days 02:12:28.800000,0 days 00:05:17,0 days 00:09:06,0 days 00:36:24,0 days 01:21:41.768081,8,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,ni12o olhe para cima,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,4.0,0 days 00:16:33.600000,
the seven deadly sins,Lï¿½o,0 days 03:00:00,0 days 00:30:36,0 days 00:11:49,0 days 00:47:17,0 days 01:30:17.733819,20,,,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,the seven deadly sins,The Seven Deadly Sins: Os Quatro Cavaleiros do Apocalipse,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/aJnmS9S3m6BsSnzMNEnF0KPl9PC.jpg,tv,26.9971,3,8.203,214,[24],1,['JP'],"['based on manga', 'shounen', 'anime']",-1,5,0,0,0,0,0,1,1,3.0,0 days 00:09:00,
atlanta,Lï¿½o,0 days 00:20:00,0 days 00:00:00,0 days 00:00:00,0 days 00:20:00,0 days 00:00:00,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,atlanta,Atlanta,"[35, 18]",https://image.tmdb.org/t/p/w500/8HZyGMnPLVVb00rmrh6A2SbK9NX.jpg,tv,20.3716,10,8.018,824,,4,['US'],"['hip-hop', 'atlanta', 'meditative', 'relaxed', 'dramatic', 'adoring']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:20:00,
gente grande,Lï¿½o,0 days 01:37:55.200000,0 days 00:00:00,0 days 00:00:00,0 days 01:37:55,0 days 00:00:00,5,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,gente grande,Gente Grande,[35],https://image.tmdb.org/t/p/w500/ppU2xJnlKdW3F01AtC9wMuXRZCg.jpg,movie,11.4043,16,6.395,6577,102,,['US'],"['friendship', 'overweight', 'affectation', 'convertible', 'swing', 'foot', 'friends', 'arrow', 'buddy comedy', 'buddies', 'playful', 'absurd', 'amused']",-1,2,0,0,0,0,0,0,0,4.0,0 days 00:19:35.040000,
icarly,Lï¿½o,0 days 00:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:40:00,4,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,icarly,iCarly,"[35, 10762, 10751, 18]",https://image.tmdb.org/t/p/w500/vX5q7GqGWJOgR2r0kAyWAtGWfD0.jpg,tv,43.4504,19,7.962,1527,[25],6,['US'],"['brother', 'sister', 'friendship', 'friends', 'internet', 'nostalgic', 'sitcom', 'living with sibling']",-1,0,0,0,0,0,0,0,0,5.0,0 days 00:10:00,
