CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between,is_tv,is_in_list,has_rated,engagement_score,is_mature,watched_time
Blade Runner 2049,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,2,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Blade Runner 2049,Blade Runner 2049,"[878, 18]",https://image.tmdb.org/t/p/w500/49pANIZXRAdHUiWjjBv4vxPeqRC.jpg,movie,39.5215,9,7.59,14927,164,,"['CA', 'GB', 'US']","['future', 'android', 'bounty hunter', 'artificial intelligence (a.i.)', 'dystopia', 'sequel', 'cyberpunk', 'transhumanism', 'los angeles, california', 'las vegas', 'tech noir', 'humanoid robot', 'blade runner', '2040s', 'dreary', 'slow burn', 'understated', 'pretentious', 'dystopian sci-fi', 'oscar winner']",-1,5,0,0,0,0,1,0,0,7.0,0 days 00:57:36,,0,0,0,7.01219512195122,1,6912.0
Interestelar,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Interestelar,Interestelar,"[12, 18, 878]",https://image.tmdb.org/t/p/w500/6ricSDD83BClJsFdGB6x7cM0MFQ.jpg,movie,50.788,12,8.469,39229,169,,"['GB', 'US']","['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'hibernation', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'space adventure', 'time paradox', 'time-manipulation', 'cryonics', 'father daughter relationship', '2060s', 'bold', 'oscar winner']",-1,2,0,0,0,0,1,0,0,9.0,0 days 01:55:12,,0,0,0,7.908284023668639,0,6912.0
O Lobo de Wall Street,Léo,0 days 01:55:12,854.0,561.0,2245.0,3251.619576,5,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,O Lobo de Wall Street,O Lobo de Wall Street,"[80, 18, 35]",https://image.tmdb.org/t/p/w500/sIy0jXDkaMf3SDZGaWcmkC2IOl.jpg,movie,30.5497,13,8.027,25663,180,,['US'],"['corruption', 'based on novel or book', 'drug addiction', 'anti hero', 'con man', 'fraud', 'wall street', 'biography', 'based on true story', 'rise and fall', 'con artist', 'money', 'stockbroker', 'wealthy', 'drugs', 'cynical', 'stripping', 'hedonism', 'decadence', 'corrupt', '1980s', 'sharemarket fraud', 'desire for fame', 'financial market', 'fame-seeking', 'black monday', 'hilarious', 'intense', 'based on real person', 'financial drama']",2,5,0,0,0,0,0,0,0,7.0,0 days 00:23:02.400000,,0,0,0,6.7,1,6912.0
Baby Driver,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,7,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Baby Driver,Em Ritmo de Fuga,"[28, 80]",https://image.tmdb.org/t/p/w500/1rYTtQ14rPB3KOgk5TjkUqiQFch.jpg,movie,11.8153,9,7.443,16681,113,,"['GB', 'US']","['robbery', 'waitress', 'atlanta', 'crime boss', 'romance', 'heist', 'getaway car', 'on the run', 'shootout', 'bank robbery', 'getaway driver', 'sign languages', 'armed robbery', 'hearing impaired', 'music', 'antagonistic', 'cheerful', 'foreboding', 'joyful', 'urgent']",-1,5,0,0,0,0,0,0,0,7.5,0 days 00:16:27.428571428,,0,0,0,8.75,1,6912.0
Brooklyn 99,Léo,1 days 08:00:00,10177.0,9400.0,37600.0,58022.747981,60,,,5,6,4,8,4,10,8,0,0,0,0,0,0,0,45,0,0,0,0,Brooklyn 99,Brooklyn Nine-Nine: Lei e Desordem,"[35, 80]",https://image.tmdb.org/t/p/w500/A3SymGlOHefSKbz1bCOz56moupS.jpg,tv,68.7316,13,8.214,3880,,8,['US'],"['new york city', 'detective', 'police', 'workplace', 'big city', 'brooklyn, new york city', 'nypd', 'sitcom', 'workplace comedy', 'sharp']",-1,3,0,0,0,0,0,0,0,6.8,0 days 00:32:00,,1,0,0,8.399999999999999,1,115200.0
Daredevil,Léo,0 days 19:12:00,10294.0,6032.0,24129.0,28664.981584,27,,,4,1,3,4,6,2,7,0,0,0,0,0,0,0,0,0,0,27,0,Daredevil,Demolidor: O Homem Sem Medo,"[14, 28]",https://image.tmdb.org/t/p/w500/u7QQcaN5APrBeL79BkC72TGzZWE.jpg,movie,8.0111,23,5.3,5407,103,,"['CH', 'US']","['blindness and impaired vision', 'narration', 'superhero', 'based on comic', 'blind', 'daredevil', 'hazardous waste', 'mob hit', 'duringcreditsstinger', 'intense', 'bold', 'vibrant']",-1,2,0,1,0,0,0,1,0,9.0,0 days 00:42:40,,0,0,0,9.5,0,69120.0
Django Livre,Léo,0 days 01:55:12,880.0,396.0,1584.0,4052.279916,2,,,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Django Livre,Django Livre,"[18, 37]",https://image.tmdb.org/t/p/w500/ar63Sx8jeqk0OOu2uchS477S2zE.jpg,movie,15.7983,14,8.189,27761,165,,['US'],"['rescue', 'friendship', 'bounty hunter', 'texas', 'slavery', 'plantation', 'revenge', 'racism', 'slave trade', 'black slave', 'angry', '19th century', 'white supremacy', 'anxious', 'old west', 'mississippi']",8,5,0,0,0,0,0,0,0,8.0,0 days 00:57:36,,0,0,0,7.490909090909091,1,6912.0
Akira,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,3,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Akira,Akira,"[16, 878, 28]",https://image.tmdb.org/t/p/w500/tbwwTQ3EqSdotbQ3ZcIl6vKBv7q.jpg,movie,9.1104,38,7.945,4688,124,,['JP'],"['army', 'street gang', 'saving the world', 'total destruction', 'experiment', 'general', 'megacity', 'atomic bomb', 'stadium', 'underground', 'mutation', 'dystopia', 'cyberpunk', 'based on manga', 'motorcycle gang', 'adult animation', 'psychotronic', 'anime', '2010s', 'vibrant']",-1,5,0,0,0,0,1,1,1,8.5,0 days 00:38:24,,0,0,0,8.89516129032258,1,6912.0
John Wick,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,9,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,John Wick,John Wick - De Volta ao Jogo,"[28, 53]",https://image.tmdb.org/t/p/w500/lBcQGk1ygGM2wYmpypFrPp0YohN.jpg,movie,11.0977,12,7.454,20611,101,,['US'],"['hitman', 'bratva (russian mafia)', 'gangster', 'secret organization', 'revenge', 'murder', 'dog', 'retired', 'widower']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:12:48,,0,0,0,8.0,1,6912.0
Nobody,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,3,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Nobody,Anônimo,"[28, 53]",https://image.tmdb.org/t/p/w500/qvW0h99en3sE8p1KQYZfO34VhZh.jpg,movie,14.8144,5,7.882,8162,92,,['US'],"['assassin', 'double life', 'fight', 'midlife crisis', 'bratva (russian mafia)', 'secret organization', 'thief', 'one man army', 'home invasion', 'family', 'brawl', 'duringcreditsstinger', 'cheerful', 'excited', 'joyful']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:38:24,,0,0,0,8.5,1,6912.0
Lost,Léo,3 days 08:00:00,20635.0,16809.0,67236.0,183320.484577,106,,,9,12,9,21,23,19,13,0,0,0,0,58,48,0,0,0,0,0,0,Lost,Lost,"[9648, 10759, 18]",https://image.tmdb.org/t/p/w500/h0AIjSt9u2yjSzgTBhuQZVCXwCv.jpg,tv,163.775,22,7.946,4968,,6,['US'],"['island', 'airplane crash', 'uncharted']",-1,3,0,0,0,0,0,0,0,8.0,0 days 00:45:16.981132075,,1,0,0,9.0,1,288000.0
Jessica Jones,Léo,0 days 12:48:00,400.0,3284.0,13137.0,29259.329992,19,,,5,2,1,4,2,1,4,19,0,0,0,0,0,0,0,0,0,0,0,Jessica Jones,Marvel - Jessica Jones,"[10765, 18]",https://image.tmdb.org/t/p/w500/paf9wL3mOW9LT3ZjRxXqJcjeMEv.jpg,tv,24.8884,11,7.48,2556,,3,['US'],"['mind control', 'superhero', 'based on comic', 'female protagonist', 'super power', 'private detective', 'marvel cinematic universe (mcu)', 'masked superhero', 'neo-noir']",-1,5,0,1,0,0,0,1,0,7.0,0 days 00:40:25.263157894,,1,0,0,8.5,1,46080.0
Defensores,Léo,0 days 06:24:00,4144.0,1491.0,5963.0,11442.436898,11,,,0,2,5,2,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,Defensores,Marvel - Os Defensores,"[10765, 10759, 80]",https://image.tmdb.org/t/p/w500/g0dcX4hYQY0yjuXPMA9oWQs1jBh.jpg,tv,11.6094,9,7.061,1607,,1,['US'],"['secret organization', 'sequel', 'superhero', 'based on comic', 'miniseries', 'daredevil', 'superhero team', 'marvel cinematic universe (mcu)', 'masked superhero', 'superhero teamup']",-1,5,0,1,0,0,0,1,0,3.0,0 days 00:34:54.545454545,,1,0,0,6.5,1,23040.0
Luke Cage,Léo,0 days 12:48:00,7859.0,2158.0,8632.0,27430.271975,16,,,1,5,3,1,3,1,2,0,0,16,0,0,0,0,0,0,0,0,0,Luke Cage,Marvel - Luke Cage,"[18, 10765, 10759, 80]",https://image.tmdb.org/t/p/w500/yzM1hMB3PUJqbISX0f421b3xOjB.jpg,tv,17.857,10,6.925,1963,"[46, 52, 54, 60]",2,['US'],"['new york city', 'superhero', 'based on comic', 'hero for hire', 'marvel cinematic universe (mcu)', 'action adventure', 'black culture']",-1,5,0,1,0,0,0,1,0,4.0,0 days 00:48:00,,1,0,0,7.0,1,46080.0
Punho de ferro,Léo,0 days 09:36:00,4747.0,2214.0,8857.0,18741.209438,14,,,0,2,0,1,1,5,5,0,0,0,0,0,0,14,0,0,0,0,0,Punho de ferro,Marvel - Punho de Ferro,"[10759, 18, 10765]",https://image.tmdb.org/t/p/w500/7uCpMX3ktMdztlezDBRiMstmapC.jpg,tv,6.3956,9,6.519,2640,,2,['US'],"['martial arts', 'kung fu', 'crime fighter', 'superhero', 'based on comic', 'super power', 'marvel cinematic universe (mcu)']",-1,5,0,1,0,0,0,1,0,3.0,0 days 00:41:08.571428571,,1,0,0,6.5,1,34560.0
Oppenheimer,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Oppenheimer,Oppenheimer,"[18, 36]",https://image.tmdb.org/t/p/w500/1OsQJEoSXBjduuCvDOlRhoEUaHu.jpg,movie,25.2023,3,8.0,11530,181,,"['GB', 'US']","['husband wife relationship', 'based on novel or book', 'atomic bomb', 'patriotism', 'new mexico', 'world war ii', 'atomic bomb test', 'physics', 'biography', 'based on true story', 'antisemitism', 'interrogation', 'guilt', 'historical event', 'nuclear weapons', 'communism', 'red scare', 'mccarthyism', 'top secret project', 'moral dilemma', 'usa politics', '1940s', '20th century', 'manhattan project', 'los alamos']",-1,5,0,0,0,0,0,0,0,9.0,0 days 01:55:12,,0,0,0,7.682320441988951,1,6912.0
American Vandal,Léo,0 days 06:24:00,1440.0,2334.0,9335.0,9932.087112,10,,,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,10,0,0,American Vandal,American Vandal,"[35, 80]",https://image.tmdb.org/t/p/w500/hMbVY6f4zfUcX0xf2jo3xZFdrMp.jpg,tv,7.2328,9,7.4,332,,2,['US'],"['amateur detective', 'vandalism', 'graffiti', 'high school', 'mockumentary', 'spoof', 'found footage', 'deadpan', 'irreverent']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:38:24,,1,0,0,7.5,1,23040.0
Dune 1,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,4,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dune 1,Duna,"[878, 12]",https://image.tmdb.org/t/p/w500/uzERcfV2rSHNhW5eViQiO9hNiA7.jpg,movie,31.5625,5,7.779,14637,155,,['US'],"['empire', 'future', 'army', 'based on novel or book', 'prophecy', 'dystopia', 'emperor', 'sand', 'spice', 'chosen one', 'hallucinogen', 'treason', 'baron', 'revenge', 'premonition', 'betrayal', 'space', 'water shortage', 'creature', 'desert', 'knife fight', 'destiny', 'giant worm', 'space opera', 'sand dune', 'messiah', 'mother son relationship', 'giant creature', 'grand', 'complicated', 'areia', 'dune', 'best picture nominee', 'oscar winner']",-1,2,0,0,0,0,1,0,0,8.0,0 days 00:28:48,,0,0,0,7.716129032258065,0,6912.0
Dune 2,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,8,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dune 2,Duna: Parte Dois,"[878, 12]",https://image.tmdb.org/t/p/w500/8LJJjLjAzAwXS40S5mx79PJ2jSs.jpg,movie,39.0371,2,8.13,7704,166,,['US'],"['based on novel or book', 'sandstorm', 'chosen one', 'distant future', 'creature', 'planet', 'desert', 'destiny', 'giant worm', 'space opera', 'sand dune', 'allegorical', 'messiah', 'fall from grace', 'vengeance', 'religious allegory', 'giant creature', 'power', 'ambiguous', 'antagonistic', 'exuberant', 'melodramatic', 'areia', 'dune', 'best picture nominee', 'oscar winner']",-1,2,0,0,0,0,0,0,0,9.0,0 days 00:14:24,,0,0,0,7.96987951807229,0,6912.0
O povo,Léo,0 days 01:55:12,6912.0,0.0,0.0,0.0,20,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,O povo,Rebelde: Ladrão que Roubou o Povo,[18],https://image.tmdb.org/t/p/w500/5hud7jP5q9LZLMzc1QLkKRgonsj.jpg,tv,5.86,9,5.6,28,[60],1,['KR'],"['romance', 'joseon dynasty (1392–1910)', 'korean history']",-1,-1,0,0,1,0,0,0,0,7.0,0 days 00:05:45.600000,,1,0,0,6.7,0,6912.0
8 mile,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,4,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8 mile,8 Mile: Rua das Ilusões,"[18, 10402]",https://image.tmdb.org/t/p/w500/86CyysIw6WvboRPN8qrjCP0M0nS.jpg,movie,9.4919,24,7.141,7739,111,,"['DE', 'US']","['individual', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'street gang', 'ethnic stereotype', 'rapper', 'ghetto', 'single', 'detroit, michigan', 'semi autobiographical', '1990s', 'battle rap']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:28:48,,0,0,0,7.5,1,6912.0
Para todos os garotos que já amei,Léo,0 days 01:55:12,1031.0,534.0,2136.0,3210.89954,18,,,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Para todos os garotos que já amei,Para Todos os Garotos que Já Amei,"[35, 10749]",https://image.tmdb.org/t/p/w500/clbkaZ7uy6mdBjrWWPBfnzF8sQP.jpg,movie,7.1685,8,7.595,8675,100,,['US'],"['high school', 'based on novel or book', 'love letter', 'romance', 'first love', 'lost mother', 'woman director', 'sisterhood', 'pretend relationship', 'based on young adult novel', 'asian american', 'derogatory', 'ridiculous']",-1,2,0,0,0,0,0,1,0,3.0,0 days 00:06:24,,0,0,0,6.5,0,6912.0
Perdidos no Espaço,Léo,0 days 14:24:00,2937.0,3523.0,14092.0,31287.818234,35,,,3,5,4,2,1,3,2,0,0,0,0,0,20,0,0,0,0,0,0,Perdidos no Espaço,Perdidos no Espaço,"[10765, 35]",https://image.tmdb.org/t/p/w500/bKRbGH0vs4Bjvyrqb8XXQwl4Nfo.jpg,tv,22.3254,61,7.1,124,[60],3,['US'],"['spacecraft', 'future', 'space', 'alien planet', 'anxious']",-1,1,0,0,0,0,0,0,0,5.0,0 days 00:24:41.142857142,,1,0,0,7.5,0,51840.0
O menino que descobriu o vento,Léo,0 days 01:55:12,1361.0,535.0,2138.0,2878.395869,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,O menino que descobriu o vento,O Menino que Descobriu o Vento,"[18, 36]",https://image.tmdb.org/t/p/w500/jZofpz4gmiH7MQAYWrgvTtdIq3l.jpg,movie,3.9892,7,7.874,1839,113,,"['MW', 'GB', 'US']","['africa', 'windmill', 'based on true story', 'family power struggle', 'water for life', 'challenge for change', 'dedicated', 'ingenuity', 'dedication', 'struggle for independence', 'the ingenious one']",-1,-1,0,0,0,0,0,0,0,6.5,0 days 00:57:36,,0,0,0,8.25,0,6912.0
A ilha das rosas,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,4,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A ilha das rosas,A Incrível História da Ilha das Rosas,"[35, 12]",https://image.tmdb.org/t/p/w500/4nQkSXRwun0dLk4EKvU2LfpgZhG.jpg,movie,1.2764,6,7.043,1393,117,,['IT'],"['politics', 'political instability', 'based on true story', 'italian history', 'struggle for independence']",-1,-1,0,0,0,0,0,0,0,4.5,0 days 00:28:48,,0,0,0,7.173076923076923,0,6912.0
Mad Max estrada da fúria,Léo,0 days 01:55:12,0.0,6912.0,0.0,0.0,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mad Max estrada da fúria,Mad Max: Estrada da Fúria,"[28, 12, 878]",https://image.tmdb.org/t/p/w500/tH64gzAHDFg7EFcgfkkZyHdGM5P.jpg,movie,16.306,11,7.631,23878,120,,"['AU', 'US']","['rescue', 'future', 'australia', 'chase', 'dystopia', 'post-apocalyptic future', 'survival', 'on the run', 'on the road', 'desert', 'convoy', 'peak oil', 'dark future', 'car', 'intense', 'excited']",-1,5,0,0,0,0,1,0,0,5.0,0 days 00:14:24,,0,0,0,7.300000000000001,1,6912.0
O castelo animado,Léo,0 days 01:55:12,6912.0,0.0,0.0,0.0,2,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,O castelo animado,O Castelo Animado,"[14, 16, 12]",https://image.tmdb.org/t/p/w500/1hTfaEWktMJPxCk5nZNtK7F86C9.jpg,movie,19.7769,22,8.388,10917,120,,['JP'],"['witch', 'flying', 'rain', 'castle', 'scarecrow', 'body exchange', 'melancholy', 'hatter', 'bakery', 'curse', 'steampunk', 'demon', 'anime', 'thoughtful', 'reflective', 'based on young adult novel', 'playful', 'fantasy', 'magical', 'adventure', 'romantic', 'excited', 'hopeful']",-1,1,0,0,0,0,0,1,1,8.0,0 days 00:57:36,,0,0,0,8.8,0,6912.0
Venom,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,24,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Venom,Venom,"[878, 28]",https://image.tmdb.org/t/p/w500/e4SJKPH8muigUI8VcZtkqWJvEz1.jpg,movie,16.3896,8,6.8,17097,112,,"['CN', 'US']","['spacecraft', 'san francisco, california', 'superhero', 'anti hero', 'alien life-form', 'based on comic', 'aftercreditsstinger', 'duringcreditsstinger', 'business tycoon', 'symbiote', 'genetic experiment', 'venom']",-1,2,0,1,0,0,0,1,0,3.5,0 days 00:04:48,,0,0,0,6.75,0,6912.0
Sementes podres,Léo,0 days 01:55:12,238.0,389.0,1556.0,4729.773032,8,,,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Sementes podres,Sementes Podres,"[35, 18]",https://image.tmdb.org/t/p/w500/6X7dxxWYcKpZRhMTldgWFATxnJG.jpg,movie,1.0774,8,7.6,622,100,,['FR'],[],-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:14:24,,0,0,0,8.0,0,6912.0
Atypical,Léo,0 days 12:48:00,947.0,4632.0,18530.0,21970.504701,35,,,3,0,3,4,3,3,2,0,18,0,0,0,0,0,0,0,0,0,0,Atypical,Atypical,"[18, 35]",https://image.tmdb.org/t/p/w500/kNif3eZAjQ7qU3Ol9E7zo0kjPMo.jpg,tv,15.3351,9,8.07,1201,[33],4,['US'],"['autism', 'high school', 'connecticut', 'family relationships', 'coming of age', 'parenthood', 'lgbt', 'curious', 'thoughtful', 'wonder', 'autistic', 'teenage protagonist', 'heartfelt', 'lighthearted', 'teenager', 'dramatic', 'sentimental', 'doubtful']",-1,3,0,0,0,0,0,0,0,3.0,0 days 00:21:56.571428571,,1,0,0,6.5,1,46080.0
Kakegurui,Léo,0 days 07:12:00,2922.0,1625.0,6499.0,14873.943866,24,,,2,1,1,2,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,Kakegurui,KAKEGURUI TWIN,"[16, 9648]",https://image.tmdb.org/t/p/w500/2e8bJIBglxY9djQJ0z81A6MroPr.jpg,tv,13.5888,4,7.3,93,,1,['JP'],"['school', 'based on manga', 'spin off', 'anime', 'psychological', ""girls' love (gl)"", 'original net animation (ona)']",-1,3,0,0,0,0,0,1,1,4.0,0 days 00:18:00,,1,0,0,7.0,1,25920.0
Death Note,Léo,0 days 05:25:00,2307.0,1467.0,5868.0,9858.862002,10,,,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,10,0,Death Note,Death Note,"[16, 9648, 10765]",https://image.tmdb.org/t/p/w500/chnG4pYo89weaBjXHJWvW68E35B.jpg,tv,116.6885,20,8.623,4807,[22],1,['JP'],"['detective', 'journalism', 'secret identity', 'police', 'supernatural', 'sociopath', 'rivalry', 'murder', 'serial killer', 'grim reaper', 'psychological thriller', 'based on manga', 'justice', 'death', 'ethical dilemma', 'aggressive', 'shounen', 'anime', 'shinigami', 'time skip', 'magic book', 'psychological', 'fantastic', 'prosocial psychopath', 'horror']",-1,3,0,0,0,0,0,1,1,3.0,0 days 00:32:30,,1,0,0,6.5,1,19500.0
I am not okay with this,Léo,0 days 01:30:00,898.0,443.0,1774.0,2284.304222,15,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,I am not okay with this,I Am Not Okay with This,"[18, 35, 10765]",https://image.tmdb.org/t/p/w500/kf3yX0ILNlLJ42X3lX2iYJ3QRp6.jpg,tv,6.9878,6,8.006,1943,,1,['US'],"['adolescence', 'diary', 'friendship', 'supernatural', 'based on comic', 'romance', 'dark comedy', 'coming of age', 'female protagonist', 'based on graphic novel', 'super power', 'lgbt teen', 'fantasy', 'teenager', 'teen fantasy']",-1,5,0,1,0,0,0,1,0,2.0,0 days 00:06:00,,1,0,0,4.75,1,5400.0
O Gambito da rainha,Léo,0 days 06:43:12,2927.0,1590.0,6359.0,13315.52333,12,,,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,O Gambito da rainha,O Gambito da Rainha,[18],https://image.tmdb.org/t/p/w500/ubWpLTkwcms5PfZJMFZkNXVYXqJ.jpg,tv,15.8686,6,8.4,5387,,1,['US'],"['chess', 'based on novel or book', 'kentucky', 'female friendship', 'addiction', 'orphanage', 'coming of age', 'miniseries', 'orphan', 'historical', 'suicide of mother', 'substance abuse', 'historical drama', 'social issues', 'fictional biography', '1950s', '1960s', 'american history', 'cerebral', 'intimate', 'cold war era', 'modern history', 'overcoming the odds', 'tortured genius']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:33:36,,1,0,0,7.5,1,24192.0
Ozark,Léo,0 days 02:00:00,727.0,644.0,2577.0,3252.727249,3,,,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Ozark,Ozark,"[80, 18]",https://image.tmdb.org/t/p/w500/epUO5w9nRmozR0iWCFwChT3ha6j.jpg,tv,40.203,9,8.209,2690,,4,['US'],"['money laundering', 'investigation', 'missouri', 'drug cartel', 'biting', 'kingpin', 'ozarks', 'bearer bonds', 'financial advisor', 'bold']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:40:00,,1,0,0,8.5,1,7200.0
Suits,Léo,0 days 02:00:00,1322.0,432.0,1729.0,3716.819769,5,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Suits,Homens de Terno,[18],https://image.tmdb.org/t/p/w500/sKJyTpR5UdoCs8LzRHMeCPpOj48.jpg,tv,112.2161,15,8.219,5582,[42],9,['US'],"['lawyer', 'impostor', 'law firm', 'photographic memory', 'paralegal', 'corporate law', 'courtroom drama']",-1,3,0,0,0,0,0,0,0,6.0,0 days 00:24:00,,1,0,0,7.761904761904762,1,7200.0
Amnésia,Léo,0 days 01:55:12,6912.0,0.0,0.0,0.0,1,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Amnésia,Amnésia,"[16, 18, 10765, 9648]",https://image.tmdb.org/t/p/w500/fKGuI3OJyjf8gMmgZValT8zB6Ei.jpg,tv,7.2233,13,5.5,25,[23],1,['JP'],"['amnesia', 'fairy', 'time travel', 'harem', 'romance', 'tragedy', 'cafe', 'parallel world', 'angst', 'anime', 'bishounen', 'drastic change of life', 'based on visual novel', 'josei', 'reverse harem']",-1,-1,0,0,0,0,0,0,1,8.5,0 days 01:55:12,,1,0,0,9.25,0,6912.0
O diabo de cada dia,Léo,0 days 01:36:57.600000,155.0,637.0,2548.0,2478.143681,3,,,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,O diabo de cada dia,O Diabo de Cada Dia,"[80, 18, 53]",https://image.tmdb.org/t/p/w500/spqWjgLWvWlluIodXFn1SsNtISC.jpg,movie,6.9853,6,7.188,3614,138,,['US'],"['small town', 'suicide', 'sheriff', 'based on novel or book', 'war veteran', 'gun', 'ohio', 'west virginia', 'murder', 'serial killer', 'photograph', 'church', 'gothic', 'madness', 'post world war ii', 'reverend', 'violence']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:32:19.200000,,0,0,0,6.51304347826087,1,5817.6
Não olhe para cima,Léo,0 days 02:12:28.800000,317.0,546.0,2184.0,4901.768081,8,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,Não olhe para cima,Não Olhe para Cima,"[35, 878, 18]",https://image.tmdb.org/t/p/w500/6Sc7Tjt7aPsdghYK32mDMFeZkqJ.jpg,movie,19.2512,5,7.065,9199,138,,['US'],"['artificial intelligence (a.i.)', 'the white house', 'asteroid', 'climate change', 'satire', 'global warming', 'comet', 'end of the world', 'social commentary', 'social satire', 'meteorite', 'astronomer', 'disaster', 'teacher student relationship', 'denial', 'mass hysteria', 'aftercreditsstinger', 'duringcreditsstinger', 'amused']",-1,5,0,0,0,0,0,0,0,4.0,0 days 00:16:33.600000,,0,0,0,6.8,1,7948.8
The seven deadly sins,Léo,0 days 03:00:00,1836.0,709.0,2837.0,5417.733819,20,,,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,The seven deadly sins,The Seven Deadly Sins: Os Quatro Cavaleiros do Apocalipse,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/aJnmS9S3m6BsSnzMNEnF0KPl9PC.jpg,tv,27.5384,3,8.2,214,[24],1,['JP'],"['based on manga', 'shounen', 'anime']",-1,5,0,0,0,0,0,1,1,3.0,0 days 00:09:00,,1,0,0,6.5,1,10800.0
